"variable","value","quarter0","quarter1","product"
"expshare_disappearing0",0.00170358069996145,2021-03-01,2021-06-01,"smartphones"
"expshare_new1",0.0298975364347673,2021-03-01,2021-06-01,"smartphones"
"MMT_price_ln",-0.0504630293764286,2021-03-01,2021-06-01,"smartphones"
"MMT_comp_ln",-0.0396133057130562,2021-03-01,2021-06-01,"smartphones"
"MMT_entry_ln",-0.0221413228374256,2021-03-01,2021-06-01,"smartphones"
"MMT_exit_ln",-0.000584493708742251,2021-03-01,2021-06-01,"smartphones"
"MMT_quality_ln",-0.0611701348417396,2021-03-01,2021-06-01,"smartphones"
"TPD_price_ln",-0.0550378581258755,2021-03-01,2021-06-01,"smartphones"
"TPD_entry_ln",0.0776754650468279,2021-03-01,2021-06-01,"smartphones"
"TPD_exit_ln",0.00502064034856486,2021-03-01,2021-06-01,"smartphones"
"TPD_comp_ln",-0.129250130790556,2021-03-01,2021-06-01,"smartphones"
"TPD_quality_ln",-0.0565953060922931,2021-03-01,2021-06-01,"smartphones"
"cewgmp_ln",-0.11163316421817,2021-03-01,2021-06-01,"smartphones"
"GEKST_price_ln",-0.0613225958654722,2021-03-01,2021-06-01,"smartphones"
"GEKST_comp_ln",0.0412022696861027,2021-03-01,2021-06-01,"smartphones"
"GEKST_entry_ln",0.181080552435288,2021-03-01,2021-06-01,"smartphones"
"GEKST_exit_ln",0.272593390474085,2021-03-01,2021-06-01,"smartphones"
"GEKST_quality_ln",-0.050310568352695,2021-03-01,2021-06-01,"smartphones"
"expshare_matched0",0.994260681750755,2021-06-01,2021-09-01,"smartphones"
"expshare_matched1",0.769983606942186,2021-06-01,2021-09-01,"smartphones"
"expshare_disappearing0",0.00573931824924478,2021-06-01,2021-09-01,"smartphones"
"expshare_new1",0.230016393057814,2021-06-01,2021-09-01,"smartphones"
"MMT_price_ln",0.0265691580988659,2021-06-01,2021-09-01,"smartphones"
"MMT_comp_ln",-0.0686911944475302,2021-06-01,2021-09-01,"smartphones"
"MMT_entry_ln",0.152383381617636,2021-06-01,2021-09-01,"smartphones"
"MMT_exit_ln",0.000621977030681009,2021-06-01,2021-09-01,"smartphones"
"MMT_quality_ln",0.0830702101394245,2021-06-01,2021-09-01,"smartphones"
"TPD_price_ln",0.0301066079804086,2021-06-01,2021-09-01,"smartphones"
"TPD_entry_ln",0.874731307502727,2021-06-01,2021-09-01,"smartphones"
"TPD_exit_ln",0.0193651838869471,2021-06-01,2021-09-01,"smartphones"
"TPD_comp_ln",-0.775833363357899,2021-06-01,2021-09-01,"smartphones"
"TPD_quality_ln",0.0795327602578816,2021-06-01,2021-09-01,"smartphones"
"cewgmp_ln",0.109639368238292,2021-06-01,2021-09-01,"smartphones"
"GEKST_price_ln",0.0230483324211294,2021-06-01,2021-09-01,"smartphones"
"GEKST_comp_ln",-0.152854909999264,2021-06-01,2021-09-01,"smartphones"
"GEKST_entry_ln",0.281379034217573,2021-06-01,2021-09-01,"smartphones"
"GEKST_exit_ln",0.0419330884011476,2021-06-01,2021-09-01,"smartphones"
"GEKST_quality_ln",0.0865910358171613,2021-06-01,2021-09-01,"smartphones"
"expshare_matched0",0.995437229359757,2021-09-01,2021-12-01,"smartphones"
"expshare_matched1",0.981436001064934,2021-09-01,2021-12-01,"smartphones"
"expshare_disappearing0",0.00456277064024342,2021-09-01,2021-12-01,"smartphones"
"expshare_new1",0.0185639989350661,2021-09-01,2021-12-01,"smartphones"
"MMT_price_ln",0.00783846745438794,2021-09-01,2021-12-01,"smartphones"
"MMT_comp_ln",0.1678337221223,2021-09-01,2021-12-01,"smartphones"
"MMT_entry_ln",-0.0202873519465934,2021-09-01,2021-12-01,"smartphones"
"MMT_exit_ln",-0.00406857264142246,2021-09-01,2021-12-01,"smartphones"
"MMT_quality_ln",0.151614942817129,2021-09-01,2021-12-01,"smartphones"
"TPD_price_ln",0.0216549416561628,2021-09-01,2021-12-01,"smartphones"
"TPD_entry_ln",0.0445326126363699,2021-09-01,2021-12-01,"smartphones"
"TPD_exit_ln",0.0112886786531803,2021-09-01,2021-12-01,"smartphones"
"TPD_comp_ln",0.104554534632164,2021-09-01,2021-12-01,"smartphones"
"TPD_quality_ln",0.137798468615353,2021-09-01,2021-12-01,"smartphones"
"cewgmp_ln",0.159453410271515,2021-09-01,2021-12-01,"smartphones"
"GEKST_price_ln",0.0308858096725548,2021-09-01,2021-12-01,"smartphones"
"GEKST_comp_ln",0.0410923349308766,2021-09-01,2021-12-01,"smartphones"
"GEKST_entry_ln",0.201222885973325,2021-09-01,2021-12-01,"smartphones"
"GEKST_exit_ln",0.113747620305239,2021-09-01,2021-12-01,"smartphones"
"GEKST_quality_ln",0.128567600598963,2021-09-01,2021-12-01,"smartphones"
"expshare_matched0",0.997081479429724,2021-12-01,2022-03-01,"smartphones"
"expshare_matched1",0.825350327991156,2021-12-01,2022-03-01,"smartphones"
"expshare_disappearing0",0.0029185205702761,2021-12-01,2022-03-01,"smartphones"
"expshare_new1",0.174649672008844,2021-12-01,2022-03-01,"smartphones"
"MMT_price_ln",-0.0264916815970302,2021-12-01,2022-03-01,"smartphones"
"MMT_comp_ln",-0.0139025058333655,2021-12-01,2022-03-01,"smartphones"
"MMT_entry_ln",0.0266601390537327,2021-12-01,2022-03-01,"smartphones"
"MMT_exit_ln",-6.8797446973079e-05,2021-12-01,2022-03-01,"smartphones"
"MMT_quality_ln",0.0128264306673403,2021-12-01,2022-03-01,"smartphones"
"TPD_price_ln",-0.0410659628106314,2021-12-01,2022-03-01,"smartphones"
"TPD_entry_ln",0.637083052846214,2021-12-01,2022-03-01,"smartphones"
"TPD_exit_ln",0.0100964274625888,2021-12-01,2022-03-01,"smartphones"
"TPD_comp_ln",-0.599585913502683,2021-12-01,2022-03-01,"smartphones"
"TPD_quality_ln",0.0274007118809417,2021-12-01,2022-03-01,"smartphones"
"cewgmp_ln",-0.0136652509296897,2021-12-01,2022-03-01,"smartphones"
"GEKST_price_ln",-0.044956781887722,2021-12-01,2022-03-01,"smartphones"
"GEKST_comp_ln",-0.00783826877739203,2021-12-01,2022-03-01,"smartphones"
"GEKST_entry_ln",0.267709445096747,2021-12-01,2022-03-01,"smartphones"
"GEKST_exit_ln",0.228579645361325,2021-12-01,2022-03-01,"smartphones"
"GEKST_quality_ln",0.0312915309580298,2021-12-01,2022-03-01,"smartphones"
"expshare_matched0",0.995536690321503,2022-03-01,2022-06-01,"smartphones"
"expshare_matched1",0.929629815439527,2022-03-01,2022-06-01,"smartphones"
"expshare_disappearing0",0.00446330967849649,2022-03-01,2022-06-01,"smartphones"
"expshare_new1",0.0703701845604727,2022-03-01,2022-06-01,"smartphones"
"MMT_price_ln",-0.00813157837094988,2022-03-01,2022-06-01,"smartphones"
"MMT_comp_ln",0.0261336674328497,2022-03-01,2022-06-01,"smartphones"
"MMT_entry_ln",-0.0470771683587214,2022-03-01,2022-06-01,"smartphones"
"MMT_exit_ln",-0.0019607608933967,2022-03-01,2022-06-01,"smartphones"
"MMT_quality_ln",-0.018982740032475,2022-03-01,2022-06-01,"smartphones"
"TPD_price_ln",-0.0142932586969248,2022-03-01,2022-06-01,"smartphones"
"TPD_entry_ln",0.202453935885714,2022-03-01,2022-06-01,"smartphones"
"TPD_exit_ln",0.0133437398795255,2022-03-01,2022-06-01,"smartphones"
"TPD_comp_ln",-0.20193125571269,2022-03-01,2022-06-01,"smartphones"
"TPD_quality_ln",-0.0128210597065015,2022-03-01,2022-06-01,"smartphones"
"cewgmp_ln",-0.0271143184034238,2022-03-01,2022-06-01,"smartphones"
"GEKST_price_ln",-0.0752235780595235,2022-03-01,2022-06-01,"smartphones"
"GEKST_comp_ln",0.0757295816607758,2022-03-01,2022-06-01,"smartphones"
"GEKST_entry_ln",0.268260733791583,2022-03-01,2022-06-01,"smartphones"
"GEKST_exit_ln",0.295881055796261,2022-03-01,2022-06-01,"smartphones"
"GEKST_quality_ln",0.0481092596560981,2022-03-01,2022-06-01,"smartphones"
"expshare_matched0",0.991038668343299,2020-06-01,2020-09-01,"tablets"
"expshare_matched1",0.93350886850834,2020-06-01,2020-09-01,"tablets"
"expshare_disappearing0",0.00896133165670136,2020-06-01,2020-09-01,"tablets"
"expshare_new1",0.0664911314916597,2020-06-01,2020-09-01,"tablets"
"MMT_price_ln",-0.0191441463392489,2020-06-01,2020-09-01,"tablets"
"MMT_comp_ln",0.0508614465564884,2020-06-01,2020-09-01,"tablets"
"MMT_entry_ln",0.0220748531532013,2020-06-01,2020-09-01,"tablets"
"MMT_exit_ln",-0.00334156143033759,2020-06-01,2020-09-01,"tablets"
"MMT_quality_ln",0.0762778611400274,2020-06-01,2020-09-01,"tablets"
"TPD_price_ln",-0.00811385973083942,2020-06-01,2020-09-01,"tablets"
"TPD_entry_ln",0.208414924928536,2020-06-01,2020-09-01,"tablets"
"TPD_exit_ln",0.0216392726182018,2020-06-01,2020-09-01,"tablets"
"TPD_comp_ln",-0.121528077778717,2020-06-01,2020-09-01,"tablets"
"TPD_quality_ln",0.0652475745316172,2020-06-01,2020-09-01,"tablets"
"cewgmp_ln",0.0571337148007768,2020-06-01,2020-09-01,"tablets"
"GEKST_price_ln",-0.0471015062982023,2020-06-01,2020-09-01,"tablets"
"GEKST_comp_ln",-0.0120687657821778,2020-06-01,2020-09-01,"tablets"
"GEKST_entry_ln",0.355921209766106,2020-06-01,2020-09-01,"tablets"
"GEKST_exit_ln",0.239617222884948,2020-06-01,2020-09-01,"tablets"
"GEKST_quality_ln",0.104235221098981,2020-06-01,2020-09-01,"tablets"
"expshare_matched0",0.998858408897891,2020-09-01,2020-12-01,"tablets"
"expshare_matched1",0.856903591371704,2020-09-01,2020-12-01,"tablets"
"expshare_disappearing0",0.00114159110210923,2020-09-01,2020-12-01,"tablets"
"expshare_new1",0.143096408628296,2020-09-01,2020-12-01,"tablets"
"MMT_price_ln",-0.00903176051794471,2020-09-01,2020-12-01,"tablets"
"MMT_comp_ln",0.00122501897975404,2020-09-01,2020-12-01,"tablets"
"MMT_entry_ln",0.0226123601112507,2020-09-01,2020-12-01,"tablets"
"MMT_exit_ln",-0.000288672871031181,2020-09-01,2020-12-01,"tablets"
"MMT_quality_ln",0.0241260519620359,2020-09-01,2020-12-01,"tablets"
"TPD_price_ln",-0.00484810651014807,2020-09-01,2020-12-01,"tablets"
"TPD_entry_ln",0.42986820199056,2020-09-01,2020-12-01,"tablets"
"TPD_exit_ln",0.00306461208862574,2020-09-01,2020-12-01,"tablets"
"TPD_comp_ln",-0.406861191947695,2020-09-01,2020-12-01,"tablets"
"TPD_quality_ln",0.0199423979542391,2020-09-01,2020-12-01,"tablets"
"cewgmp_ln",0.0150942914440927,2020-09-01,2020-12-01,"tablets"
"GEKST_price_ln",-0.0490825111936957,2020-09-01,2020-12-01,"tablets"
"GEKST_comp_ln",-0.0427480301583882,2020-09-01,2020-12-01,"tablets"
"GEKST_entry_ln",0.253451013054515,2020-09-01,2020-12-01,"tablets"
"GEKST_exit_ln",0.14652618025834,2020-09-01,2020-12-01,"tablets"
"GEKST_quality_ln",0.0641768026377864,2020-09-01,2020-12-01,"tablets"
"expshare_matched0",0.995443049810785,2020-12-01,2021-03-01,"tablets"
"expshare_matched1",0.999151303764475,2020-12-01,2021-03-01,"tablets"
"expshare_disappearing0",0.00455695018921523,2020-12-01,2021-03-01,"tablets"
"expshare_new1",0.000848696235524759,2020-12-01,2021-03-01,"tablets"
"MMT_price_ln",0.00962895121958983,2020-12-01,2021-03-01,"tablets"
"MMT_comp_ln",0.0448397246597065,2020-12-01,2021-03-01,"tablets"
"MMT_entry_ln",-0.000423185050511421,2020-12-01,2021-03-01,"tablets"
"MMT_exit_ln",0.00216933784319817,2020-12-01,2021-03-01,"tablets"
"MMT_quality_ln",0.0422472017659969,2020-12-01,2021-03-01,"tablets"
"TPD_price_ln",0.00945223900919435,2020-12-01,2021-03-01,"tablets"
"TPD_entry_ln",0.00201840485288685,2020-12-01,2021-03-01,"tablets"
"TPD_exit_ln",0.0156368326341387,2020-12-01,2021-03-01,"tablets"
"TPD_comp_ln",0.0560423417576432,2020-12-01,2021-03-01,"tablets"
"TPD_quality_ln",0.0424239139763913,2020-12-01,2021-03-01,"tablets"
"cewgmp_ln",0.0518761529855876,2020-12-01,2021-03-01,"tablets"
"GEKST_price_ln",0.00160763229659191,2020-12-01,2021-03-01,"tablets"
"GEKST_comp_ln",0.0815583951732187,2020-12-01,2021-03-01,"tablets"
"GEKST_entry_ln",0.126874163447072,2020-12-01,2021-03-01,"tablets"
"GEKST_exit_ln",0.158164037931297,2020-12-01,2021-03-01,"tablets"
"GEKST_quality_ln",0.0502685206889942,2020-12-01,2021-03-01,"tablets"
"expshare_matched0",0.998851215654645,2021-03-01,2021-06-01,"tablets"
"expshare_matched1",0.860985595852987,2021-03-01,2021-06-01,"tablets"
"expshare_disappearing0",0.00114878434535474,2021-03-01,2021-06-01,"tablets"
"expshare_new1",0.139014404147013,2021-03-01,2021-06-01,"tablets"
"MMT_price_ln",-0.0055017173808187,2021-03-01,2021-06-01,"tablets"
"MMT_comp_ln",-0.0840287272752302,2021-03-01,2021-06-01,"tablets"
"MMT_entry_ln",0.113262896110418,2021-03-01,2021-06-01,"tablets"
"MMT_exit_ln",-0.000228303275924269,2021-03-01,2021-06-01,"tablets"
"MMT_quality_ln",0.0294624721111117,2021-03-01,2021-06-01,"tablets"
"TPD_price_ln",-0.00927952798336985,2021-03-01,2021-06-01,"tablets"
"TPD_entry_ln",0.509241472333792,2021-03-01,2021-06-01,"tablets"
"TPD_exit_ln",0.00306833065109746,2021-03-01,2021-06-01,"tablets"
"TPD_comp_ln",-0.472932858969031,2021-03-01,2021-06-01,"tablets"
"TPD_quality_ln",0.0332402827136636,2021-03-01,2021-06-01,"tablets"
"cewgmp_ln",0.0239607547302911,2021-03-01,2021-06-01,"tablets"
"GEKST_price_ln",-0.0211029645222467,2021-03-01,2021-06-01,"tablets"
"GEKST_comp_ln",-0.163550363063057,2021-03-01,2021-06-01,"tablets"
"GEKST_entry_ln",0.201185472860136,2021-03-01,2021-06-01,"tablets"
"GEKST_exit_ln",-0.00742860945546157,2021-03-01,2021-06-01,"tablets"
"GEKST_quality_ln",0.0450637192525401,2021-03-01,2021-06-01,"tablets"
"expshare_matched0",0.998204068836114,2021-06-01,2021-09-01,"tablets"
"expshare_matched1",0.931341653964261,2021-06-01,2021-09-01,"tablets"
"expshare_disappearing0",0.00179593116388647,2021-06-01,2021-09-01,"tablets"
"expshare_new1",0.0686583460357388,2021-06-01,2021-09-01,"tablets"
"MMT_price_ln",-0.0264495528332578,2021-06-01,2021-09-01,"tablets"
"MMT_comp_ln",0.0255931715089812,2021-06-01,2021-09-01,"tablets"
"MMT_entry_ln",-0.0178911904496548,2021-06-01,2021-09-01,"tablets"
"MMT_exit_ln",0.00066968672028711,2021-06-01,2021-09-01,"tablets"
"MMT_quality_ln",0.00703229433903925,2021-06-01,2021-09-01,"tablets"
"TPD_price_ln",-0.0248620457703008,2021-06-01,2021-09-01,"tablets"
"TPD_entry_ln",0.185658570636216,2021-06-01,2021-09-01,"tablets"
"TPD_exit_ln",0.00609253967529222,2021-06-01,2021-09-01,"tablets"
"TPD_comp_ln",-0.174121243684841,2021-06-01,2021-09-01,"tablets"
"TPD_quality_ln",0.00544478727608216,2021-06-01,2021-09-01,"tablets"
"cewgmp_ln",-0.019417258494218,2021-06-01,2021-09-01,"tablets"
"GEKST_price_ln",-0.0271242423062091,2021-06-01,2021-09-01,"tablets"
"GEKST_comp_ln",0.00396873247560077,2021-06-01,2021-09-01,"tablets"
"GEKST_entry_ln",0.0834902068340897,2021-06-01,2021-09-01,"tablets"
"GEKST_exit_ln",0.0797519554977002,2021-06-01,2021-09-01,"tablets"
"GEKST_quality_ln",0.00770698381199021,2021-06-01,2021-09-01,"tablets"
"expshare_matched0",0.999739334466052,2021-09-01,2021-12-01,"tablets"
"expshare_matched1",0.998933705218119,2021-09-01,2021-12-01,"tablets"
"expshare_disappearing0",0.000260665533947735,2021-09-01,2021-12-01,"tablets"
"expshare_new1",0.00106629478188141,2021-09-01,2021-12-01,"tablets"
"MMT_price_ln",-0.00147884916863627,2021-09-01,2021-12-01,"tablets"
"MMT_comp_ln",-0.0717054858421757,2021-09-01,2021-12-01,"tablets"
"MMT_entry_ln",0.000551141559724577,2021-09-01,2021-12-01,"tablets"
"MMT_exit_ln",-0.000249074534292681,2021-09-01,2021-12-01,"tablets"
"MMT_quality_ln",-0.0709052697481584,2021-09-01,2021-12-01,"tablets"
"TPD_price_ln",-0.00493069276514806,2021-09-01,2021-12-01,"tablets"
"TPD_entry_ln",0.00366800891466168,2021-09-01,2021-12-01,"tablets"
"TPD_exit_ln",0.000617492404577202,2021-09-01,2021-12-01,"tablets"
"TPD_comp_ln",-0.0705039426617317,2021-09-01,2021-12-01,"tablets"
"TPD_quality_ln",-0.0674534261516473,2021-09-01,2021-12-01,"tablets"
"cewgmp_ln",-0.0723841189167936,2021-09-01,2021-12-01,"tablets"
"GEKST_price_ln",-0.013980765568371,2021-09-01,2021-12-01,"tablets"
"GEKST_comp_ln",-0.0822707634686377,2021-09-01,2021-12-01,"tablets"
"GEKST_entry_ln",0.135506301150342,2021-09-01,2021-12-01,"tablets"
"GEKST_exit_ln",0.111638891030128,2021-09-01,2021-12-01,"tablets"
"GEKST_quality_ln",-0.0584033533484232,2021-09-01,2021-12-01,"tablets"
"expshare_matched0",0.996748572139318,2021-12-01,2022-03-01,"tablets"
"expshare_matched1",0.935475224641752,2021-12-01,2022-03-01,"tablets"
"expshare_disappearing0",0.00325142786068175,2021-12-01,2022-03-01,"tablets"
"expshare_new1",0.0645247753582484,2021-12-01,2022-03-01,"tablets"
"MMT_price_ln",0.00630711376305426,2021-12-01,2022-03-01,"tablets"
"MMT_comp_ln",0.0220449380946127,2021-12-01,2022-03-01,"tablets"
"MMT_entry_ln",0.030625380952169,2021-12-01,2022-03-01,"tablets"
"MMT_exit_ln",0.00253723514088122,2021-12-01,2022-03-01,"tablets"
"MMT_quality_ln",0.0501330839059006,2021-12-01,2022-03-01,"tablets"
"TPD_price_ln",0.0170380182134904,2021-12-01,2022-03-01,"tablets"
"TPD_entry_ln",0.216730062155797,2021-12-01,2022-03-01,"tablets"
"TPD_exit_ln",0.0118797751783113,2021-12-01,2022-03-01,"tablets"
"TPD_comp_ln",-0.165448107522022,2021-12-01,2022-03-01,"tablets"
"TPD_quality_ln",0.0394021794554639,2021-12-01,2022-03-01,"tablets"
"cewgmp_ln",0.0564401976689543,2021-12-01,2022-03-01,"tablets"
"GEKST_price_ln",0.00564328802045117,2021-12-01,2022-03-01,"tablets"
"GEKST_comp_ln",0.0112262616049895,2021-12-01,2022-03-01,"tablets"
"GEKST_entry_ln",0.201842844358466,2021-12-01,2022-03-01,"tablets"
"GEKST_exit_ln",0.162272196314953,2021-12-01,2022-03-01,"tablets"
"GEKST_quality_ln",0.0507969096485022,2021-12-01,2022-03-01,"tablets"
"expshare_matched0",0.991024189136603,2022-03-01,2022-06-01,"tablets"
"expshare_matched1",0.998672615905259,2022-03-01,2022-06-01,"tablets"
"expshare_disappearing0",0.00897581086339726,2022-03-01,2022-06-01,"tablets"
"expshare_new1",0.00132738409474146,2022-03-01,2022-06-01,"tablets"
"MMT_price_ln",-0.00408433220285427,2022-03-01,2022-06-01,"tablets"
"MMT_comp_ln",0.0228273536848226,2022-03-01,2022-06-01,"tablets"
"MMT_entry_ln",0.000830013588918099,2022-03-01,2022-06-01,"tablets"
"MMT_exit_ln",0.00391470103846103,2022-03-01,2022-06-01,"tablets"
"MMT_quality_ln",0.0197426662352797,2022-03-01,2022-06-01,"tablets"
"TPD_price_ln",-0.000488129198048956,2022-03-01,2022-06-01,"tablets"
"TPD_entry_ln",0.00473781486597602,2022-03-01,2022-06-01,"tablets"
"TPD_exit_ln",0.0307456908139319,2022-03-01,2022-06-01,"tablets"
"TPD_comp_ln",0.0421543391784311,2022-03-01,2022-06-01,"tablets"
"TPD_quality_ln",0.0161464632304753,2022-03-01,2022-06-01,"tablets"
"cewgmp_ln",0.0156583340324249,2022-03-01,2022-06-01,"tablets"
"GEKST_price_ln",-0.028698756494706,2022-03-01,2022-06-01,"tablets"
"GEKST_comp_ln",-0.0714996379673106,2022-03-01,2022-06-01,"tablets"
"GEKST_entry_ln",0.366471406971943,2022-03-01,2022-06-01,"tablets"
"GEKST_exit_ln",0.2506146784775,2022-03-01,2022-06-01,"tablets"
"GEKST_quality_ln",0.0443570905271322,2022-03-01,2022-06-01,"tablets"
"expshare_matched0",0.990259474475226,2020-06-01,2020-09-01,"tv"
"expshare_matched1",0.925133484426679,2020-06-01,2020-09-01,"tv"
"expshare_disappearing0",0.00974052552477387,2020-06-01,2020-09-01,"tv"
"expshare_new1",0.0748665155733205,2020-06-01,2020-09-01,"tv"
"MMT_price_ln",-0.00605497827247425,2020-06-01,2020-09-01,"tv"
"MMT_comp_ln",0.175841404101138,2020-06-01,2020-09-01,"tv"
"MMT_entry_ln",0.00134422940590095,2020-06-01,2020-09-01,"tv"
"MMT_exit_ln",-0.00379111188657788,2020-06-01,2020-09-01,"tv"
"MMT_quality_ln",0.180976745393617,2020-06-01,2020-09-01,"tv"
"TPD_price_ln",-3.87797474956267e-05,2020-06-01,2020-09-01,"tv"
"TPD_entry_ln",0.0944082735467966,2020-06-01,2020-09-01,"tv"
"TPD_exit_ln",0.00662329619701119,2020-06-01,2020-09-01,"tv"
"TPD_comp_ln",0.0871755695188536,2020-06-01,2020-09-01,"tv"
"TPD_quality_ln",0.174960546868639,2020-06-01,2020-09-01,"tv"
"cewgmp_ln",0.174921767121143,2020-06-01,2020-09-01,"tv"
"GEKST_price_ln",0.00479688912523415,2020-06-01,2020-09-01,"tv"
"GEKST_comp_ln",0.0823885335016505,2020-06-01,2020-09-01,"tv"
"GEKST_entry_ln",0.493206915703478,2020-06-01,2020-09-01,"tv"
"GEKST_exit_ln",0.405470571209219,2020-06-01,2020-09-01,"tv"
"GEKST_quality_ln",0.170124877995909,2020-06-01,2020-09-01,"tv"
"expshare_matched0",0.978935309865778,2020-09-01,2020-12-01,"tv"
"expshare_matched1",0.954641783283388,2020-09-01,2020-12-01,"tv"
"expshare_disappearing0",0.0210646901342223,2020-09-01,2020-12-01,"tv"
"expshare_new1",0.0453582167166119,2020-09-01,2020-12-01,"tv"
"MMT_price_ln",-0.137083749817543,2020-09-01,2020-12-01,"tv"
"MMT_comp_ln",0.116552792020791,2020-09-01,2020-12-01,"tv"
"MMT_entry_ln",-0.0374722805932768,2020-09-01,2020-12-01,"tv"
"MMT_exit_ln",-0.00463832471880021,2020-09-01,2020-12-01,"tv"
"MMT_quality_ln",0.0837188361463139,2020-09-01,2020-12-01,"tv"
"TPD_price_ln",-0.137444224728152,2020-09-01,2020-12-01,"tv"
"TPD_entry_ln",0.0271610511552725,2020-09-01,2020-12-01,"tv"
"TPD_exit_ln",0.022737228977467,2020-09-01,2020-12-01,"tv"
"TPD_comp_ln",0.0796554888791161,2020-09-01,2020-12-01,"tv"
"TPD_quality_ln",0.0840793110569216,2020-09-01,2020-12-01,"tv"
"cewgmp_ln",-0.0533649136712286,2020-09-01,2020-12-01,"tv"
"GEKST_price_ln",-0.13909722101919,2020-09-01,2020-12-01,"tv"
"GEKST_comp_ln",0.0977628379280422,2020-09-01,2020-12-01,"tv"
"GEKST_entry_ln",0.392563979219789,2020-09-01,2020-12-01,"tv"
"GEKST_exit_ln",0.404594509799869,2020-09-01,2020-12-01,"tv"
"GEKST_quality_ln",0.0857323073479617,2020-09-01,2020-12-01,"tv"
"expshare_matched0",0.997359221738513,2020-12-01,2021-03-01,"tv"
"expshare_matched1",0.964111050179834,2020-12-01,2021-03-01,"tv"
"expshare_disappearing0",0.00264077826148654,2020-12-01,2021-03-01,"tv"
"expshare_new1",0.035888949820166,2020-12-01,2021-03-01,"tv"
"MMT_price_ln",-0.0151935887690249,2020-12-01,2021-03-01,"tv"
"MMT_comp_ln",-0.0189621549702782,2020-12-01,2021-03-01,"tv"
"MMT_entry_ln",-0.0309089134982568,2020-12-01,2021-03-01,"tv"
"MMT_exit_ln",0.000363581699430959,2020-12-01,2021-03-01,"tv"
"MMT_quality_ln",-0.0502346501679659,2020-12-01,2021-03-01,"tv"
"TPD_price_ln",-0.0219038258045268,2020-12-01,2021-03-01,"tv"
"TPD_entry_ln",0.0188760338047695,2020-12-01,2021-03-01,"tv"
"TPD_exit_ln",0.0037841861966299,2020-12-01,2021-03-01,"tv"
"TPD_comp_ln",-0.0586162607406027,2020-12-01,2021-03-01,"tv"
"TPD_quality_ln",-0.043524413132463,2020-12-01,2021-03-01,"tv"
"cewgmp_ln",-0.0654282389369894,2020-12-01,2021-03-01,"tv"
"GEKST_price_ln",-0.032805556781271,2020-12-01,2021-03-01,"tv"
"GEKST_comp_ln",-0.00866286804678158,2020-12-01,2021-03-01,"tv"
"GEKST_entry_ln",0.403608123467987,2020-12-01,2021-03-01,"tv"
"GEKST_exit_ln",0.427567937576925,2020-12-01,2021-03-01,"tv"
"GEKST_quality_ln",-0.0326226821557192,2020-12-01,2021-03-01,"tv"
"expshare_matched0",0.992356386277316,2021-03-01,2021-06-01,"tv"
"expshare_matched1",0.668370306506719,2021-03-01,2021-06-01,"tv"
"expshare_disappearing0",0.00764361372268422,2021-03-01,2021-06-01,"tv"
"expshare_new1",0.331629693493281,2021-03-01,2021-06-01,"tv"
"MMT_price_ln",-0.0285510839320279,2021-03-01,2021-06-01,"tv"
"MMT_comp_ln",-0.159254786015053,2021-03-01,2021-06-01,"tv"
"MMT_entry_ln",0.24161103425167,2021-03-01,2021-06-01,"tv"
"MMT_exit_ln",-0.000372116523439381,2021-03-01,2021-06-01,"tv"
"MMT_quality_ln",0.082728364760056,2021-03-01,2021-06-01,"tv"
"TPD_price_ln",0.0264188136603432,2021-03-01,2021-06-01,"tv"
"TPD_entry_ln",0.568999923796154,2021-03-01,2021-06-01,"tv"
"TPD_exit_ln",0.00935128697634502,2021-03-01,2021-06-01,"tv"
"TPD_comp_ln",-0.531890169652124,2021-03-01,2021-06-01,"tv"
"TPD_quality_ln",0.0277584671676849,2021-03-01,2021-06-01,"tv"
"cewgmp_ln",0.0541772808280276,2021-03-01,2021-06-01,"tv"
"GEKST_price_ln",0.0352234353418574,2021-03-01,2021-06-01,"tv"
"GEKST_comp_ln",-0.472675405427674,2021-03-01,2021-06-01,"tv"
"GEKST_entry_ln",0.503636153585435,2021-03-01,2021-06-01,"tv"
"GEKST_exit_ln",0.0120069026715899,2021-03-01,2021-06-01,"tv"
"GEKST_quality_ln",0.0189538454861717,2021-03-01,2021-06-01,"tv"
"expshare_matched0",0.96919150974343,2021-06-01,2021-09-01,"tv"
"expshare_matched1",0.957573047909795,2021-06-01,2021-09-01,"tv"
"expshare_disappearing0",0.0308084902565703,2021-06-01,2021-09-01,"tv"
"expshare_new1",0.0424269520902047,2021-06-01,2021-09-01,"tv"
"MMT_price_ln",-0.0493045572190905,2021-06-01,2021-09-01,"tv"
"MMT_comp_ln",0.201872195117393,2021-06-01,2021-09-01,"tv"
"MMT_entry_ln",-0.000783559250766785,2021-06-01,2021-09-01,"tv"
"MMT_exit_ln",0.0266852877197215,2021-06-01,2021-09-01,"tv"
"MMT_quality_ln",0.174403348146905,2021-06-01,2021-09-01,"tv"
"TPD_price_ln",-0.00199618639051097,2021-06-01,2021-09-01,"tv"
"TPD_entry_ln",0.0607468025744311,2021-06-01,2021-09-01,"tv"
"TPD_exit_ln",0.0696050028692001,2021-06-01,2021-09-01,"tv"
"TPD_comp_ln",0.135953177613093,2021-06-01,2021-09-01,"tv"
"TPD_quality_ln",0.127094977318324,2021-06-01,2021-09-01,"tv"
